Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,global_sales,Rank,decade,log_sales
CSI: Crime Scene Investigation,XB,2004.0,Adventure,Ubisoft,0.09,0.03,0.0,0.0,0.12,9934,2000.0,-0.9208187539523752
Iridion II,GBA,2003.0,Shooter,Vivendi Games,0.09,0.03,0.0,0.0,0.12,9935,2000.0,-0.9208187539523752
Armed and Dangerous,XB,2003.0,Shooter,LucasArts,0.09,0.03,0.0,0.0,0.12,9936,2000.0,-0.9208187539523752
Monster Truck Madness,GBA,2003.0,Racing,THQ,0.09,0.03,0.0,0.0,0.12,9937,2000.0,-0.9208187539523752
Red Faction II,XB,2003.0,Shooter,THQ,0.09,0.03,0.0,0.0,0.12,9938,2000.0,-0.9208187539523752
Voodoo Vince,XB,2003.0,Platform,Microsoft Game Studios,0.09,0.03,0.0,0.0,0.12,9939,2000.0,-0.9208187539523752
SSX 3,GBA,2003.0,Sports,Electronic Arts,0.09,0.03,0.0,0.0,0.12,9940,2000.0,-0.9208187539523752
Ultimate Card Games,GBA,2003.0,Misc,Telegames,0.09,0.03,0.0,0.0,0.12,9941,2000.0,-0.9208187539523752
MLB Inside Pitch 2003,XB,2003.0,Sports,Microsoft Game Studios,0.09,0.03,0.0,0.0,0.12,9942,2000.0,-0.9208187539523752
Buffy the Vampire Slayer: Chaos Bleeds,XB,2003.0,Action,Vivendi Games,0.09,0.03,0.0,0.0,0.12,9943,2000.0,-0.9208187539523752
Derby Stallion Advance,GBA,2002.0,Sports,Enterbrain,0.0,0.0,0.12,0.0,0.12,9944,2000.0,-0.9208187539523752
Kelly Slater's Pro Surfer,GBA,2002.0,Sports,Activision,0.09,0.03,0.0,0.0,0.12,9945,2000.0,-0.9208187539523752
Burnout,XB,2002.0,Racing,Acclaim Entertainment,0.09,0.03,0.0,0.0,0.12,9946,2000.0,-0.9208187539523752
Quantum Redshift,XB,2002.0,Racing,Microsoft Game Studios,0.09,0.03,0.0,0.0,0.12,9947,2000.0,-0.9208187539523752
Legends of Wrestling II,XB,2002.0,Fighting,Acclaim Entertainment,0.09,0.03,0.0,0.0,0.12,9948,2000.0,-0.9208187539523752
Galidor: Defenders of the Outer Dimension,GBA,2002.0,Action,Electronic Arts,0.09,0.03,0.0,0.0,0.12,9949,2000.0,-0.9208187539523752
NHL 2002,GBA,2002.0,Sports,Electronic Arts,0.09,0.03,0.0,0.0,0.12,9950,2000.0,-0.9208187539523752
Chase: Hollywood Stunt Driver,XB,2002.0,Racing,BAM! Entertainment,0.09,0.03,0.0,0.0,0.12,9951,2000.0,-0.9208187539523752
King of Colosseum (Red): Shin Nippon x Zen Nippon x Pancrase Disc,PS2,2002.0,Fighting,Spike,0.0,0.0,0.12,0.0,0.12,9952,2000.0,-0.9208187539523752
F1 2002,PS2,2002.0,Racing,Electronic Arts,0.05,0.04,0.02,0.01,0.12,9953,2000.0,-0.9208187539523752
Fire ProWrestling,GBA,2001.0,Fighting,Spike,0.09,0.03,0.0,0.0,0.12,9954,2000.0,-0.9208187539523752
Snood,GBA,2001.0,Puzzle,"Destination Software, Inc",0.09,0.03,0.0,0.0,0.12,9955,2000.0,-0.9208187539523752
Disney's Atlantis: The Lost Empire,GBA,2001.0,Platform,THQ,0.09,0.03,0.0,0.0,0.12,9956,2000.0,-0.9208187539523752
Capcom vs. SNK 2: Millionaire Fighting 2001,DC,2001.0,Fighting,Capcom,0.0,0.0,0.12,0.0,0.12,9957,2000.0,-0.9208187539523752
Cel Damage,XB,2001.0,Racing,Electronic Arts,0.09,0.03,0.0,0.0,0.12,9958,2000.0,-0.9208187539523752
Sonic Adventure 2,DC,2001.0,Platform,Sega,0.0,0.0,0.12,0.0,0.12,9959,2000.0,-0.9208187539523752
Jikkyou Powerful Pro Yakyuu 8 Ketteiban,PS2,2001.0,Sports,Konami Digital Entertainment,0.0,0.0,0.12,0.0,0.12,9960,2000.0,-0.9208187539523752
Medarot 4: Kabuto / Kuwagata Version,GB,2001.0,Role-Playing,Imagineer,0.0,0.0,0.12,0.0,0.12,9961,2000.0,-0.9208187539523752
SD Gundam G Generation-F.I.F,PS,2001.0,Strategy,Namco Bandai Games,0.0,0.0,0.11,0.01,0.12,9962,2000.0,-0.9208187539523752
Diablo II,PC,2000.0,Role-Playing,Havas Interactive,0.01,0.09,0.0,0.02,0.12,9963,2000.0,-0.9208187539523752
Gallop Racer 2000,PS,2000.0,Sports,Tecmo Koei,0.0,0.0,0.11,0.01,0.12,9964,2000.0,-0.9208187539523752
NFL QB Club 2001,N64,2000.0,Sports,Acclaim Entertainment,0.11,0.01,0.0,0.0,0.12,9965,2000.0,-0.9208187539523752
The King of Fighters '99,PS,2000.0,Fighting,SNK,0.0,0.0,0.11,0.01,0.12,9966,2000.0,-0.9208187539523752
Harvest Moon 2 GBC,GB,1999.0,Simulation,Ubisoft,0.0,0.0,0.12,0.0,0.12,9967,1990.0,-0.9208187539523752
Nippon Daihyou Team no Kantoku ni Narou! Sekaihatsu Soccer RPG,SAT,1998.0,Sports,Sega,0.0,0.0,0.12,0.0,0.12,9968,1990.0,-0.9208187539523752
Lunar 2: Eternal Blue,SAT,1998.0,Role-Playing,Kadokawa Shoten,0.0,0.0,0.12,0.0,0.12,9969,1990.0,-0.9208187539523752
Stolen Song,PS,1998.0,Adventure,Sony Computer Entertainment,0.0,0.0,0.11,0.01,0.12,9970,1990.0,-0.9208187539523752
Shinseiki Evangelion: Koutetsu no Girlfriend,PS,1998.0,Adventure,Gainax Network Systems,0.0,0.0,0.11,0.01,0.12,9971,1990.0,-0.9208187539523752
Sonic Jam,SAT,1997.0,Platform,Sega,0.0,0.0,0.12,0.0,0.12,9972,1990.0,-0.9208187539523752
Hanagumi Taisen Columns,SAT,1997.0,Puzzle,Sega,0.0,0.0,0.12,0.0,0.12,9973,1990.0,-0.9208187539523752
Fire ProWrestling S: 6Men Scramble,SAT,1996.0,Fighting,Human Entertainment,0.0,0.0,0.12,0.0,0.12,9974,1990.0,-0.9208187539523752
San Goku Shi V,SAT,1996.0,Strategy,Tecmo Koei,0.0,0.0,0.12,0.0,0.12,9975,1990.0,-0.9208187539523752
Daikaijyuu Monogatari II,SNES,1996.0,Role-Playing,Hudson Soft,0.0,0.0,0.12,0.0,0.12,9976,1990.0,-0.9208187539523752
High Velocity: Mountain Racing Challenge,SAT,1995.0,Racing,Atlus,0.0,0.0,0.12,0.0,0.12,9977,1990.0,-0.9208187539523752
Virtua Fighter CG Portrait Series Vol.4: Pai Chan,SAT,1995.0,Misc,Sega,0.0,0.0,0.12,0.0,0.12,9978,1990.0,-0.9208187539523752
Sengoku Cyber: Fujimaru Jigokuhen,PS,1995.0,Strategy,Sony Computer Entertainment,0.0,0.0,0.11,0.01,0.12,9979,1990.0,-0.9208187539523752
Carnage Heart,PS,1995.0,Strategy,Sony Computer Entertainment,0.01,0.01,0.09,0.01,0.12,9980,1990.0,-0.9208187539523752
The King of Fighters '94,NG,1994.0,Fighting,SNK,0.0,0.0,0.12,0.0,0.12,9981,1990.0,-0.9208187539523752
Slayers,SNES,1994.0,Role-Playing,Banpresto,0.0,0.0,0.12,0.0,0.12,9982,1990.0,-0.9208187539523752
Battle Arena Toshinden Remix,SAT,1994.0,Fighting,Sega,0.0,0.0,0.12,0.0,0.12,9983,1990.0,-0.9208187539523752
Bishoujo Senshi Sailormoon S: Juugai Rantou!? Shuyaku Soudatsusen,SNES,1994.0,Fighting,Angel Studios,0.0,0.0,0.12,0.0,0.12,9984,1990.0,-0.9208187539523752
Center Ring Boxing,SAT,1994.0,Fighting,JVC,0.0,0.0,0.12,0.0,0.12,9985,1990.0,-0.9208187539523752
Jikkyou Powerful Pro Yakyuu '95,PS,1994.0,Sports,Konami Digital Entertainment,0.0,0.0,0.11,0.01,0.12,9986,1990.0,-0.9208187539523752
Harukanaru Augusta 2: Masters,SNES,1993.0,Sports,T&E Soft,0.0,0.0,0.12,0.0,0.12,9987,1990.0,-0.9208187539523752
Ecco the Dolphin,GEN,1992.0,Adventure,Sega,0.0,0.0,0.12,0.0,0.12,9988,1990.0,-0.9208187539523752
UN Squadron,SNES,1991.0,Shooter,Capcom,0.0,0.0,0.12,0.0,0.12,9989,1990.0,-0.9208187539523752
Super Robot Wars OG Saga: Masou Kishin II - Revelation of Evil God,PSP,,Strategy,,0.0,0.0,0.12,0.0,0.12,9990,,-0.9208187539523752
Saru! Get You! Million Monkeys,PS2,,Platform,Unknown,0.0,0.0,0.12,0.0,0.12,9991,,-0.9208187539523752
Godzilla: Destroy All Monsters Melee,XB,,Fighting,Unknown,0.09,0.03,0.0,0.0,0.12,9992,,-0.9208187539523752
The Daring Game for Girls,DS,,Adventure,Unknown,0.11,0.0,0.0,0.01,0.12,9993,,-0.9208187539523752
Major League Baseball 2K6,PSP,,Sports,Unknown,0.11,0.0,0.0,0.01,0.12,9994,,-0.9208187539523752
Happy Feet Two,DS,,Action,Warner Bros. Interactive Entertainment,0.09,0.02,0.0,0.01,0.12,9995,,-0.9208187539523752
Adventure Time: Finn & Jake Investigations,PS3,2015.0,Action,Little Orbit,0.02,0.07,0.0,0.02,0.11000000000000001,9996,2010.0,-0.9586073148417749
Child of Light,PSV,2014.0,Role-Playing,Ubisoft,0.0,0.07,0.02,0.02,0.11000000000000001,9997,2010.0,-0.9586073148417749
The Smurfs 2,PS3,2013.0,Platform,Ubisoft,0.02,0.07,0.0,0.02,0.11000000000000001,9998,2010.0,-0.9586073148417749
Sonic Generations,PC,2011.0,Platform,Sega,0.02,0.07,0.0,0.02,0.11000000000000001,9999,2010.0,-0.9586073148417749
The Lord of the Rings: Aragorn's Quest,PSP,2010.0,Action,Warner Bros. Interactive Entertainment,0.07,0.02,0.0,0.02,0.11000000000000001,10000,2010.0,-0.9586073148417749
Puzzler World 2,DS,2010.0,Puzzle,Ubisoft,0.02,0.07,0.0,0.02,0.11000000000000001,10001,2010.0,-0.9586073148417749
Split/Second,PSP,2010.0,Racing,Disney Interactive Studios,0.07,0.02,0.0,0.02,0.11000000000000001,10002,2010.0,-0.9586073148417749
Tom Clancy's Ghost Recon: Predator,PSP,2010.0,Shooter,Ubisoft,0.07,0.02,0.0,0.02,0.11000000000000001,10003,2010.0,-0.9586073148417749
Odama,GC,2006.0,Misc,Nintendo,0.07,0.02,0.02,0.0,0.11000000000000001,10004,2000.0,-0.9586073148417749
Hatsune Miku: Project Diva X,PSV,2016.0,Misc,Sega,0.01,0.0,0.1,0.0,0.11,10005,2010.0,-0.958607314841775
Assassin's Creed Chronicles,PSV,2016.0,Action,Ubisoft,0.02,0.06,0.01,0.02,0.11,10006,2010.0,-0.958607314841775
UEFA Euro 2016,PS3,2016.0,Sports,Konami Digital Entertainment,0.0,0.08,0.02,0.01,0.11,10007,2010.0,-0.958607314841775
Life is Strange,XOne,2016.0,Adventure,Square Enix,0.08,0.02,0.0,0.01,0.11,10008,2010.0,-0.958607314841775
Jikkyou Powerful Pro Baseball 2016,PS3,2016.0,Sports,Konami Digital Entertainment,0.0,0.0,0.11,0.0,0.11,10009,2010.0,-0.958607314841775
Tales of Berseria,PS3,2016.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.11,0.0,0.11,10010,2010.0,-0.958607314841775
One Piece: Burning Blood,PSV,2016.0,Fighting,Namco Bandai Games,0.0,0.03,0.07,0.01,0.11,10011,2010.0,-0.958607314841775
Digimon Story: Cyber Sleuth,PS4,2016.0,Role-Playing,Namco Bandai Games,0.0,0.09,0.0,0.02,0.11,10012,2010.0,-0.958607314841775
Lego Star Wars: The Force Awakens,X360,2016.0,Action,Warner Bros. Interactive Entertainment,0.04,0.06,0.0,0.01,0.11,10013,2010.0,-0.958607314841775
Toukiden 2,PSV,2016.0,Action,Tecmo Koei,0.0,0.0,0.11,0.0,0.11,10014,2010.0,-0.958607314841775
Total War: WARHAMMER,PC,2016.0,Strategy,Sega,0.0,0.1,0.0,0.01,0.11,10015,2010.0,-0.958607314841775
MegaTagmension Blanc + Neptune VS Zombies,PSV,2015.0,Action,Idea Factory International,0.02,0.03,0.05,0.01,0.11,10016,2010.0,-0.958607314841775
Tony Hawk's Pro Skater 5,XOne,2015.0,Sports,Activision,0.08,0.02,0.0,0.01,0.11,10017,2010.0,-0.958607314841775
Samurai Warriors 4-II,PS3,2015.0,Action,Tecmo Koei,0.0,0.0,0.11,0.0,0.11,10018,2010.0,-0.958607314841775
Super Run For Money Tousouchuu Atsumare! Saikyou no Tousou Monotachi,3DS,2015.0,Action,Namco Bandai Games,0.0,0.0,0.11,0.0,0.11,10019,2010.0,-0.958607314841775
Project CARS,PC,2015.0,Racing,Slightly Mad Studios,0.0,0.1,0.0,0.01,0.11,10020,2010.0,-0.958607314841775
PriPara Mezase! Idol Grand Prix No.1!,3DS,2015.0,Misc,Takara Tomy,0.0,0.0,0.11,0.0,0.11,10021,2010.0,-0.958607314841775
Rugby 15,PS4,2015.0,Sports,Bigben Interactive,0.03,0.06,0.0,0.02,0.11,10022,2010.0,-0.958607314841775
Picross 3D 2,3DS,2015.0,Puzzle,Nintendo,0.0,0.0,0.11,0.0,0.11,10023,2010.0,-0.958607314841775
Shovel Knight,WiiU,2015.0,Platform,Yacht Club Games,0.06,0.04,0.0,0.01,0.11,10024,2010.0,-0.958607314841775
Tropico 5,PC,2014.0,Simulation,Kalypso Media,0.02,0.08,0.0,0.01,0.11,10025,2010.0,-0.958607314841775
Deception IV: Blood Ties,PS3,2014.0,Action,Tecmo Koei,0.02,0.02,0.06,0.01,0.11,10026,2010.0,-0.958607314841775
Makai Shin Trillion,PSV,2014.0,Role-Playing,Idea Factory,0.02,0.02,0.06,0.01,0.11,10027,2010.0,-0.958607314841775
Tokyo Twilight Ghost Hunters,PSV,2014.0,Role-Playing,Aksys Games,0.06,0.01,0.02,0.02,0.11,10028,2010.0,-0.958607314841775
Hyperdimension Neptunia Re;Birth 3,PSV,2014.0,Action,Idea Factory International,0.07,0.01,0.0,0.03,0.11,10029,2010.0,-0.958607314841775
Taiko Drum Master: Tokumori!,WiiU,2014.0,Misc,Namco Bandai Games,0.0,0.0,0.11,0.0,0.11,10030,2010.0,-0.958607314841775
Puyo Puyo Tetris,3DS,2014.0,Puzzle,Sega,0.0,0.0,0.11,0.0,0.11,10031,2010.0,-0.958607314841775
Fatal Frame: Maiden of Black Water,WiiU,2014.0,Action,Nintendo,0.0,0.03,0.08,0.0,0.11,10032,2010.0,-0.958607314841775
Akiba's Trip: Undead & Undressed,PS4,2014.0,Action,Acquire,0.08,0.0,0.01,0.02,0.11,10033,2010.0,-0.958607314841775
Pac-Man and the Ghostly Adventures 2,X360,2014.0,Adventure,Namco Bandai Games,0.05,0.05,0.0,0.01,0.11,10034,2010.0,-0.958607314841775
Thief (2014),PC,2014.0,Action,Square Enix,0.0,0.09,0.0,0.02,0.11,10035,2010.0,-0.958607314841775
Pac-Man and the Ghostly Adventures 2,PS3,2014.0,Adventure,Namco Bandai Games,0.05,0.04,0.0,0.02,0.11,10036,2010.0,-0.958607314841775
Samurai Warriors 4,PSV,2014.0,Action,Tecmo Koei,0.0,0.0,0.11,0.0,0.11,10037,2010.0,-0.958607314841775
Murdered: Soul Suspect,X360,2014.0,Action,Square Enix,0.06,0.04,0.0,0.01,0.11,10038,2010.0,-0.958607314841775
Tales of the World: Reve Unitia,3DS,2014.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.11,0.0,0.11,10039,2010.0,-0.958607314841775
BlazBlue: Chrono Phantasma,PSV,2014.0,Fighting,Arc System Works,0.06,0.0,0.03,0.02,0.11,10040,2010.0,-0.958607314841775
Earth Defense Force 2: Invaders from Planet Space,PSV,2014.0,Action,Xseed Games,0.04,0.01,0.04,0.02,0.11,10041,2010.0,-0.958607314841775
Yaiba: Ninja Gaiden Z,PS3,2014.0,Action,Tecmo Koei,0.05,0.04,0.0,0.02,0.11,10042,2010.0,-0.958607314841775
Digimon All-Star Rumble,PS3,2014.0,Fighting,Namco Bandai Games,0.06,0.03,0.0,0.02,0.11,10043,2010.0,-0.958607314841775
Pro Evolution Soccer 2014,PC,2013.0,Action,Konami Digital Entertainment,0.0,0.09,0.0,0.02,0.11,10044,2010.0,-0.958607314841775
The Croods: Prehistoric Party!,Wii,2013.0,Misc,D3Publisher,0.03,0.07,0.0,0.01,0.11,10045,2010.0,-0.958607314841775
Shining Ark,PSP,2013.0,Role-Playing,Sega,0.0,0.0,0.11,0.0,0.11,10046,2010.0,-0.958607314841775
Akiba's Trip: Undead & Undressed,PS3,2013.0,Action,Nippon Ichi Software,0.05,0.01,0.04,0.01,0.11,10047,2010.0,-0.958607314841775
Angry Birds Star Wars,WiiU,2013.0,Strategy,Activision,0.06,0.04,0.0,0.01,0.11,10048,2010.0,-0.958607314841775
Scribblenauts Unmasked: A DC Comics Adventure,WiiU,2013.0,Puzzle,Warner Bros. Interactive Entertainment,0.1,0.0,0.0,0.01,0.11,10049,2010.0,-0.958607314841775
Ridge Racer Unbounded,X360,2012.0,Racing,Namco Bandai Games,0.05,0.05,0.0,0.01,0.11,10050,2010.0,-0.958607314841775
Yakuza,PS3,2012.0,Action,Sega,0.0,0.0,0.11,0.0,0.11,10051,2010.0,-0.958607314841775
Final Fantasy III,PSP,2012.0,Role-Playing,Square Enix,0.0,0.0,0.11,0.0,0.11,10052,2010.0,-0.958607314841775
Pocket Soccer League: Calciobit,3DS,2012.0,Sports,Nintendo,0.0,0.0,0.11,0.0,0.11,10053,2010.0,-0.958607314841775
Funky Barn,3DS,2012.0,Simulation,Ubisoft,0.07,0.03,0.0,0.01,0.11,10054,2010.0,-0.958607314841775
AKB48+Me,3DS,2012.0,Action,Unknown,0.0,0.0,0.11,0.0,0.11,10055,2010.0,-0.958607314841775
My Little Sister Can't Be This Cute Portable,PSP,2012.0,Action,Namco Bandai Games,0.0,0.0,0.11,0.0,0.11,10056,2010.0,-0.958607314841775
Blades of Time,X360,2012.0,Action,Konami Digital Entertainment,0.07,0.03,0.0,0.01,0.11,10057,2010.0,-0.958607314841775
Robotics;Notes,PS3,2012.0,Adventure,5pb,0.0,0.0,0.11,0.0,0.11,10058,2010.0,-0.958607314841775
Warriors Orochi 3,PSP,2012.0,Action,Ubisoft Annecy,0.0,0.0,0.11,0.0,0.11,10059,2010.0,-0.958607314841775
Kuroko's Basketball: Miracle Game,PSP,2012.0,Sports,Namco Bandai Games,0.0,0.0,0.11,0.0,0.11,10060,2010.0,-0.958607314841775
Mobile Suit Gundam Age: Universe Accel / Cosmic Drive,PSP,2012.0,Action,Namco Bandai Games,0.0,0.0,0.11,0.0,0.11,10061,2010.0,-0.958607314841775
Aquapazza: Aquaplus Dream Match,PS3,2012.0,Fighting,Aqua Plus,0.05,0.0,0.05,0.01,0.11,10062,2010.0,-0.958607314841775
The Penguins of Madagascar: Dr. Blowhole Returns - Again!,DS,2011.0,Action,THQ,0.07,0.03,0.0,0.01,0.11,10063,2010.0,-0.958607314841775
DreamWorks Super Star Kartz,PS3,2011.0,Racing,Activision,0.06,0.03,0.0,0.02,0.11,10064,2010.0,-0.958607314841775
Get Up and Dance,Wii,2011.0,Misc,O-Games,0.06,0.04,0.0,0.01,0.11,10065,2010.0,-0.958607314841775
Rango: The Video Game,DS,2011.0,Action,Electronic Arts,0.07,0.03,0.0,0.01,0.11,10066,2010.0,-0.958607314841775
Darkspore,PC,2011.0,Role-Playing,Electronic Arts,0.07,0.03,0.0,0.01,0.11,10067,2010.0,-0.958607314841775
Nickelodeon Dance,X360,2011.0,Misc,Take-Two Interactive,0.08,0.02,0.0,0.01,0.11,10068,2010.0,-0.958607314841775
Family Game Night 4: The Game Show,PS3,2011.0,Misc,Electronic Arts,0.08,0.02,0.0,0.01,0.11,10069,2010.0,-0.958607314841775
Bodycount,X360,2011.0,Shooter,Codemasters,0.07,0.03,0.0,0.01,0.11,10070,2010.0,-0.958607314841775
Gem Quest: 4 Elements,DS,2011.0,Puzzle,Mastertronic,0.05,0.05,0.0,0.01,0.11,10071,2010.0,-0.958607314841775
To Heart 2: Dungeon Travelers,PSP,2011.0,Adventure,Aqua Plus,0.0,0.0,0.11,0.0,0.11,10072,2010.0,-0.958607314841775
Monkey Island: Special Edition Collection,PS3,2011.0,Adventure,Activision,0.0,0.08,0.0,0.03,0.11,10073,2010.0,-0.958607314841775
18 Wheels of Steel: Extreme Trucker 2,PC,2011.0,Racing,Rondomedia,0.08,0.02,0.0,0.01,0.11,10074,2010.0,-0.958607314841775
Happy Feet Two,3DS,2011.0,Action,Warner Bros. Interactive Entertainment,0.08,0.02,0.0,0.01,0.11,10075,2010.0,-0.958607314841775
Green Lantern: Rise of the Manhunters,DS,2011.0,Action,Warner Bros. Interactive Entertainment,0.08,0.02,0.0,0.01,0.11,10076,2010.0,-0.958607314841775
Shin Kamaitachi no Yoru: 11 Hitome no Suspect,PS3,2011.0,Adventure,THQ,0.0,0.0,0.11,0.0,0.11,10077,2010.0,-0.958607314841775
NCIS 3D,3DS,2011.0,Adventure,Ubisoft,0.06,0.04,0.0,0.01,0.11,10078,2010.0,-0.958607314841775
Alvin and the Chipmunks: Chipwrecked,DS,2011.0,Misc,505 Games,0.07,0.03,0.0,0.01,0.11,10079,2010.0,-0.958607314841775
DualPenSports,3DS,2011.0,Sports,Namco Bandai Games,0.05,0.05,0.0,0.01,0.11,10080,2010.0,-0.958607314841775
Yoostar2,PS3,2011.0,Misc,Unknown,0.04,0.05,0.0,0.02,0.11,10081,2010.0,-0.958607314841775
"Sesame Street: Ready, Set, Grover!",Wii,2011.0,Misc,Warner Bros. Interactive Entertainment,0.1,0.0,0.0,0.01,0.11,10082,2010.0,-0.958607314841775
Shin Sangoku Musou 6 Special,PSP,2011.0,Action,Tecmo Koei,0.0,0.0,0.11,0.0,0.11,10083,2010.0,-0.958607314841775
The Penguins of Madagascar: Dr. Blowhole Returns - Again!,X360,2011.0,Action,THQ,0.07,0.03,0.0,0.01,0.11,10084,2010.0,-0.958607314841775
Frontier Gate,PSP,2011.0,Role-Playing,Konami Digital Entertainment,0.0,0.0,0.11,0.0,0.11,10085,2010.0,-0.958607314841775
Gabrielle's Ghostly Groove 3D,3DS,2011.0,Adventure,Funbox Media,0.08,0.02,0.0,0.01,0.11,10086,2010.0,-0.958607314841775
Call of Juarez: The Cartel,PC,2011.0,Shooter,Ubisoft,0.05,0.05,0.0,0.01,0.11,10087,2010.0,-0.958607314841775
Michael Jackson: The Experience,PSV,2011.0,Misc,Ubisoft,0.05,0.04,0.0,0.02,0.11,10088,2010.0,-0.958607314841775
National Geographic Challenge!,Wii,2011.0,Misc,Black Bean Games,0.08,0.02,0.0,0.01,0.11,10089,2010.0,-0.958607314841775
Hole in the Wall: Deluxe Edition,X360,2011.0,Misc,Ubisoft,0.1,0.0,0.0,0.01,0.11,10090,2010.0,-0.958607314841775
X-Men: Destiny,Wii,2011.0,Action,Activision,0.08,0.02,0.0,0.01,0.11,10091,2010.0,-0.958607314841775
Cabela's Adventure Camp,PS3,2011.0,Misc,Activision,0.06,0.03,0.0,0.02,0.11,10092,2010.0,-0.958607314841775
BlazBlue: Continuum Shift II,3DS,2011.0,Fighting,PQube,0.05,0.01,0.04,0.01,0.11,10093,2010.0,-0.958607314841775
Saigo no Yakusoku no Monogatari,PSP,2011.0,Role-Playing,Unknown,0.0,0.0,0.11,0.0,0.11,10094,2010.0,-0.958607314841775
Naruto Shippuden 3D: The New Era,3DS,2011.0,Action,505 Games,0.0,0.04,0.06,0.01,0.11,10095,2010.0,-0.958607314841775
The First Templar,X360,2011.0,Action,Kalypso Media,0.06,0.04,0.0,0.01,0.11,10096,2010.0,-0.958607314841775
Busou Shinki: Battle Masters Mk. 2,PSP,2011.0,Action,Konami Digital Entertainment,0.0,0.0,0.11,0.0,0.11,10097,2010.0,-0.958607314841775
Squinkies 2: Adventure Mall Surprize!,DS,2011.0,Platform,Activision,0.1,0.0,0.0,0.01,0.11,10098,2010.0,-0.958607314841775
Family Feud: 2012 Edition,X360,2011.0,Misc,Ubisoft,0.1,0.0,0.0,0.01,0.11,10099,2010.0,-0.958607314841775
Army Corps of Hell,PSV,2011.0,Action,Square Enix,0.05,0.04,0.0,0.02,0.11,10100,2010.0,-0.958607314841775
Nicktoons: MLB,DS,2011.0,Sports,Take-Two Interactive,0.1,0.0,0.0,0.01,0.11,10101,2010.0,-0.958607314841775
Green Lantern: Rise of the Manhunters,Wii,2011.0,Action,Warner Bros. Interactive Entertainment,0.06,0.04,0.0,0.01,0.11,10102,2010.0,-0.958607314841775
Heart Catch PreCure! Oshare Collection,DS,2010.0,Action,Namco Bandai Games,0.0,0.0,0.11,0.0,0.11,10103,2010.0,-0.958607314841775
Shin Sangoku Musou: Multi Raid 2,PSP,2010.0,Action,Tecmo Koei,0.0,0.0,0.11,0.0,0.11,10104,2010.0,-0.958607314841775
"Sakura Wars: So Long, My Love",Wii,2010.0,Role-Playing,Ackkstudios,0.06,0.04,0.0,0.01,0.11,10105,2010.0,-0.958607314841775
Grease,DS,2010.0,Misc,505 Games,0.1,0.0,0.0,0.01,0.11,10106,2010.0,-0.958607314841775
MySims SkyHeroes,PS3,2010.0,Action,Electronic Arts,0.08,0.02,0.0,0.01,0.11,10107,2010.0,-0.958607314841775
Zangeki no Reginleiv,Wii,2010.0,Action,Nintendo,0.0,0.0,0.11,0.0,0.11,10108,2010.0,-0.958607314841775
PDC World Championship Darts: Pro Tour,Wii,2010.0,Sports,O-Games,0.0,0.1,0.0,0.01,0.11,10109,2010.0,-0.958607314841775
Truth or Lies,X360,2010.0,Misc,THQ,0.07,0.03,0.0,0.01,0.11,10110,2010.0,-0.958607314841775
ATV Quad Kings,DS,2010.0,Racing,Storm City Games,0.1,0.0,0.0,0.01,0.11,10111,2010.0,-0.958607314841775
Silly Bandz: Play The Craze,DS,2010.0,Puzzle,Deep Silver,0.1,0.0,0.0,0.01,0.11,10112,2010.0,-0.958607314841775
Cats & Dogs: The Revenge of Kitty Galore,DS,2010.0,Action,505 Games,0.1,0.0,0.0,0.01,0.11,10113,2010.0,-0.958607314841775
Attack of the Movies 3D,Wii,2010.0,Shooter,Majesco Entertainment,0.1,0.0,0.0,0.01,0.11,10114,2010.0,-0.958607314841775
Cabela's North American Adventures,X360,2010.0,Sports,Activision,0.1,0.0,0.0,0.01,0.11,10115,2010.0,-0.958607314841775
Tom Clancy's HAWX 2,Wii,2010.0,Action,Ubisoft,0.07,0.03,0.0,0.01,0.11,10116,2010.0,-0.958607314841775
The Bachelor: The Videogame,Wii,2010.0,Misc,Warner Bros. Interactive Entertainment,0.1,0.0,0.0,0.01,0.11,10117,2010.0,-0.958607314841775
Yuusha no Kuse ni Namaikida Or 3D,PSP,2010.0,Strategy,Sony Computer Entertainment,0.0,0.0,0.11,0.0,0.11,10118,2010.0,-0.958607314841775
Fairy Tail: Portable Guild,PSP,2010.0,Fighting,Konami Digital Entertainment,0.0,0.0,0.11,0.0,0.11,10119,2010.0,-0.958607314841775
My First Dollhouse,DS,2010.0,Misc,505 Games,0.1,0.0,0.0,0.01,0.11,10120,2010.0,-0.958607314841775
Who Wants to Be a Millionaire: 3rd Edition,Wii,2010.0,Misc,Ubisoft,0.1,0.0,0.0,0.01,0.11,10121,2010.0,-0.958607314841775
Lucha Libre AAA: Heroes del Ring,PS3,2010.0,Fighting,Konami Digital Entertainment,0.1,0.0,0.0,0.01,0.11,10122,2010.0,-0.958607314841775
The Story of Noah's Ark,DS,2010.0,Action,SouthPeak Games,0.1,0.0,0.0,0.01,0.11,10123,2010.0,-0.958607314841775
nail'd,X360,2010.0,Racing,Deep Silver,0.08,0.02,0.0,0.01,0.11,10124,2010.0,-0.958607314841775
